X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.392757686389828,43.646319083419591,125305787,10871,Pharmacy,RP,Shoppers Drug Mart #1320,,,,388 King Street West,,,Toronto,M5V1K2,2019-02-12T12:42:51.000Z,2019-02-11T10:30:22.000Z,2019-02-12T23:17:15.000Z,323537
-79.386061985501669,43.660506186221568,125294565,3643,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,Dynacare,,,,790 Bay Street,,,Toronto,M5G1N8,2019-02-12T12:40:28.000Z,2019-02-11T10:06:13.000Z,2019-02-12T23:17:15.000Z,323569
-84.28650594270016,46.515981101948753,125298046,8117,Pharmacy,RP,Apothecarium Rasaiah's Pharmacy,,,,341 Trunk Road,,,Sault Ste. Marie,P6A3S9,2019-02-12T13:01:48.000Z,2019-02-11T10:12:52.000Z,2019-02-12T23:17:15.000Z,323601
-79.418438097693254,43.681667088433322,125275445,13522,Mental Health and Addiction Organization,Addiction Services,Anishnawbe Health Toronto,,,,22 Vaughan Road,,Administration and Practice Location,Toronto,M6G2N1,2019-02-12T12:16:10.000Z,2019-02-11T09:25:20.000Z,2019-02-12T23:17:15.000Z,323633
-76.252906877988835,44.906163042854736,125281901,3582,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,In-Common Laboratories,,,,39 Drummond Street West,,,Perth,K7H2J9,2019-02-12T12:58:09.000Z,2019-02-11T09:41:02.000Z,2019-02-12T23:17:15.000Z,323729
-79.35773549326565,43.850590020827731,125294419,6414,Pharmacy,RP,Focus Drug Mart,,,,3000 Highway 7 East,Unit A7A,,Markham,L3R6E1,2019-02-12T13:10:58.000Z,2019-02-11T10:05:56.000Z,2019-02-12T23:17:15.000Z,323745
-75.78813686357968,45.366562241691511,125306691,2000,Community Health Centre,Site,Pinecrest-Queensway Community Health Centre,,OTTAWA Pinecrest-Queensway CHC,,1365 Richmond Road,,Unknown,Ottawa,K2B6R7,2019-02-12T12:33:16.000Z,2019-02-11T10:32:23.000Z,2019-02-12T23:17:15.000Z,323857
-79.841888794307636,43.248022392308954,125313380,12656,Pharmacy,RP,700 Main Pharmacy,,,,700 Main Street East,,,Hamilton,L8M1K7,2019-02-12T12:44:32.000Z,2019-02-11T10:46:14.000Z,2019-02-12T23:17:15.000Z,323905
-79.263706354426901,43.751257007810793,125288775,2535,Pharmacy,RP,Maple Drug Mart,,,,2645 Lawrence Avenue East,Unit 45,,Toronto,M1P2S2,2019-02-12T12:29:19.000Z,2019-02-11T09:54:53.000Z,2019-02-12T23:17:15.000Z,323969
-81.098578189175015,44.297119813876982,125274412,551,Pharmacy,LTCF,Parkview Manor Nursing Home,,,,98 Third Street East,,,Chesley,N0G1L0,2019-02-12T12:45:54.000Z,2019-02-11T09:21:49.000Z,2019-02-12T23:17:15.000Z,324065
-79.439317411014343,43.75698560066143,125272644,4220266,Independent Health Facility,Radgrhy,Bathurst-Sheppard Diagnostic Imaging Centre,,TBA Diagnostic Imaging Services Inc.,,4430 Bathurst Street,Suite 207,Practice Address,Toronto,M3H3S3,2019-02-12T12:25:43.000Z,2019-02-11T09:15:33.000Z,2019-02-12T23:17:15.000Z,324113
-79.231945856068364,43.884728032636652,125314723,10000000062,Family Health Team - Contract,Site,Health For All FHT,,,,379 Church Street,Unit 202,,Markham,L6B0T1,2019-02-12T12:44:48.000Z,2019-02-11T10:48:51.000Z,2019-02-12T23:17:15.000Z,324241
-75.241740849987096,44.972684496595505,125271917,1257,Community Support Service,Site,Dundas County Hospice,,Dundas County Hospice,,4353 County Road 31,Postal Office Box 278,Administrative Office,Williamsburg,K0C2H0,2019-02-12T12:15:23.000Z,2019-02-11T09:13:15.000Z,2019-02-12T23:17:15.000Z,324257
-78.320319099813545,44.301808647129825,125292751,86,Community Support Service,Site,"The Canadian National Institute for the Blind, Durham District",,"Canadian National Institute for the Blind, Durham District",,159 King Street,Suite 300,Administrative Office,Peterborough,K9J2R8,2019-02-12T12:20:03.000Z,2019-02-11T10:02:36.000Z,2019-02-12T23:17:15.000Z,324417
-79.721470482859829,43.553127551743465,125284376,8802,Pharmacy,LTCF,The Village of Erin Meadows,,,,2930 Erin Centre Boulevard,,,Mississauga,L5M7M4,2019-02-12T12:28:17.000Z,2019-02-11T09:46:01.000Z,2019-02-12T23:17:15.000Z,324609
-79.754141901405944,43.645057666342638,125304325,7704,Pharmacy,RP,West Brampton Pharmacy,,,,80 Clementine Drive,Unit 4,,Brampton,L6Y0L8,2019-02-12T12:52:53.000Z,2019-02-11T10:26:51.000Z,2019-02-12T23:17:15.000Z,324705
-79.610820549336239,43.572139660249903,125276523,3536,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,101 Queensway West,,,Mississauga,L5B2P7,2019-02-12T13:07:04.000Z,2019-02-11T09:29:16.000Z,2019-02-12T23:17:15.000Z,324769
-80.097361582147087,44.422435484500234,125308843,3072,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,7477 Highway 26 North,Stayner Community Medical Centre,,Stayner,L0M1S0,2019-02-12T12:43:29.000Z,2019-02-11T10:36:54.000Z,2019-02-12T23:17:15.000Z,324833
-81.605839491780344,42.604339794329384,125274231,4529,Children's Treatment Centre,Site,West Elgin Community Health Centre,,WEST ELGIN Community Health Centre,,153 Main Street,Postal Office Box 761,,West Elgin,N0L2P0,2019-02-12T13:06:36.000Z,2019-02-11T09:21:06.000Z,2019-02-12T23:17:15.000Z,325057
-79.443273705236152,43.677372586526062,125310292,7652,Pharmacy,RP,Dufferin Drug Mart,,,,1670 Dufferin Street,,,Toronto,M6H3M2,2019-02-12T13:35:04.000Z,2019-02-11T10:39:58.000Z,2019-02-12T23:17:15.000Z,325105
-79.920124818432768,43.240484787327702,125285342,10587,Pharmacy,LTCF,St. Peter's Residence at Ched,,,,125 Redfern Avenue,,,Hamilton,L9C7S6,2019-02-12T13:08:53.000Z,2019-02-11T09:47:59.000Z,2019-02-12T23:17:15.000Z,325169
-79.454317961114057,46.314959731226722,125273842,13894,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,North Bay Regional Health Centre,,,,120 King Street West,Suite A,Practice Location,North Bay,P1B5Z7,2019-02-12T13:16:26.000Z,2019-02-11T09:19:37.000Z,2019-02-12T23:17:15.000Z,325201
-75.522443584317315,45.470994170697509,125290376,N0065,Retirement Home,Site,Chartwell Belcourt residence pour retraitÎ¿s,,,,1344 Belcourt Boulevard,,Residential,Ottawa,K1C1L9,2019-02-12T12:29:41.000Z,2019-02-11T09:58:02.000Z,2019-02-12T23:17:15.000Z,325249
-79.172007626032283,43.7616534138714,125297111,15956,Mental Health and Addiction Organization,Mental Health Services,Good Shepherd Non-Profit Homes Inc.,,,,125 Manse Road,,Practice Location,Toronto,M1E3V2,2019-02-12T13:32:15.000Z,2019-02-11T10:11:06.000Z,2019-02-12T23:17:15.000Z,325297
-94.568021721405358,48.717462003441611,125282175,5101,Pharmacy,LTCF,Rainy River Hospital,,,,114 4th Street,Eldcap Beds Only,,Rainy River,P0W1L0,2019-02-12T12:37:38.000Z,2019-02-11T09:41:37.000Z,2019-02-12T23:17:15.000Z,325313
-89.246693362337751,48.40425735973043,125303831,5411,Community Support Service,Site,Lac Des Mille Lacs First Nation,,Lac Des Mille Lacs First Nation Point,,1100 Memorial Avenue,Suite 328,Administrative Office,Thunder Bay,P7B4A3,2019-02-12T12:52:47.000Z,2019-02-11T10:25:44.000Z,2019-02-12T23:17:15.000Z,325345
-75.622645306881509,45.344547044890454,125282693,819,Pharmacy,RP,Blossom Park Pharmacy,,,,2950 Bank Street,Unit 5,,Ottawa,K1T1N8,2019-02-12T13:08:20.000Z,2019-02-11T09:42:39.000Z,2019-02-12T23:17:15.000Z,325537
-82.954148379590777,46.186680726343127,125291191,12027,Pharmacy,RP,Mitchell Pharmacy,,,,27 Woodward Avenue,,,Blind River,P0R1B0,2019-02-12T12:29:52.000Z,2019-02-11T09:59:35.000Z,2019-02-12T23:17:15.000Z,325617
-79.039132292076573,43.859091437067192,125281740,8711,Pharmacy,RP,Shoppers Drug Mart #1224,,,,15 Westney Road North,Unit 1,,Ajax,L1T1P4,2019-02-12T12:58:07.000Z,2019-02-11T09:40:43.000Z,2019-02-12T23:17:15.000Z,325697
-79.62540464824211,43.506988648110372,125292889,4922,Pharmacy,RP,Emichael Pharmacy&medical Ctr,,,,802 Southdown Road,Unit C4,,Mississauga,L5J2Y4,2019-02-12T13:10:35.000Z,2019-02-11T10:02:51.000Z,2019-02-12T23:17:15.000Z,325713
-74.68720636871312,45.002992624288886,125299526,2336,Pharmacy,LTCF,Tsiionkwanonhsote,,,,70 Kawehnoke Apts. Road,"R.R. 3, Indian Reserve, Cornwall Island",,Akwesasne,K6H5R7,2019-02-12T13:32:47.000Z,2019-02-11T10:15:39.000Z,2019-02-12T23:17:15.000Z,325777
-79.431763405969377,43.727237495803458,125271296,10000000069,Midwifery Clinic,Satellite,Midwifery Care â¿¿ North Don River Valley,,,,3426 Bathurst Street,,Practice Location,Toronto,M6A2C2,2019-02-12T12:25:24.000Z,2019-02-11T09:12:04.000Z,2019-02-12T23:17:15.000Z,326081
-78.533896789012459,44.528365076549811,125273992,2731,Long-Term Care Home,NH for-profit,Pinecrest Nursing Home (Bobcaygeon),,,,3418 Kawartha Lakes County Road 36,R.R. 2,,Little Britain,K0M1A0,2019-02-12T12:56:19.000Z,2019-02-11T09:20:11.000Z,2019-02-12T23:17:15.000Z,326097
-83.014782895211283,42.243412860992073,125272810,3046,Long-Term Care Home,NH for-profit,The Village at St. Clair,,,,1800 Talbot Road,,,Windsor,N9H0E3,2019-02-12T13:16:13.000Z,2019-02-11T09:16:06.000Z,2019-02-12T23:17:15.000Z,326145
-79.68462816271618,43.457405536619056,125281274,4053917,Independent Health Facility,"Mobile Gen Ultrasound, Mobile Vasc Utrasnd",Wentworth-Halton X-Ray and Ultrasound Inc.,,Wentworth-Halton X-Ray and Ultrasound Inc.,,581 Argus Road,Lower Level,Administrative Address,Oakville,L6J3J4,2019-02-12T13:18:13.000Z,2019-02-11T09:39:43.000Z,2019-02-12T23:17:15.000Z,326305
-80.992455182027413,46.491929780977962,125309376,9477,Pharmacy,RP,Rexall #8182,,,,117 Cedar Street,Unit B,,Sudbury,P3E1A9,2019-02-12T13:34:51.000Z,2019-02-11T10:37:59.000Z,2019-02-12T23:17:15.000Z,326369
-79.214637538073106,43.743600708737226,125286168,3011367,Independent Health Facility,"Radgrhy, Gen Ultrasound",King-Mar Diagnostic Centre,,2341164 Ontario Inc.,,3227 Eglinton Avenue East,Unit 148,Practice Address,Toronto,M1J3M5,2019-02-12T12:18:39.000Z,2019-02-11T09:49:37.000Z,2019-02-12T23:17:15.000Z,326401
-79.427689196886988,43.639015380516533,125274702,2522,Pharmacy,RP,Charles Pharmacy,,,,1204 King Street West,,,Toronto,M6K1G4,2019-02-12T13:27:10.000Z,2019-02-11T09:22:50.000Z,2019-02-12T23:17:15.000Z,326417
-79.607002048206823,43.573114360599156,125283908,2472,Long-Term Care Home,NH for-profit,Camilla Care Community,,,,2250 Hurontario Street,,,Mississauga,L5B1M8,2019-02-12T13:08:35.000Z,2019-02-11T09:45:03.000Z,2019-02-12T23:17:15.000Z,326433
-79.515432034847379,43.75186019621556,125289808,9429,Pharmacy,RP,Supercare Pharmacy,,,,2867 Jane Street,,,Toronto,M3N2J5,2019-02-12T13:30:29.000Z,2019-02-11T09:56:54.000Z,2019-02-12T23:17:15.000Z,326481
-79.324861568555932,43.689879894213959,125293597,3831,Mental Health and Addiction Organization,Mental Health Services,Toronto East Health Network,,,,825 Coxwell Avenue,,Administration and Practice Location,Toronto,M4C3E7,2019-02-12T12:30:25.000Z,2019-02-11T10:04:22.000Z,2019-02-12T23:17:15.000Z,326497
-77.159227898252794,44.000804545861925,125313086,10089,Pharmacy,LTCF,Hallowell House,,,,13239 Loyalist Parkway,,,Prince Edward,K0K2T0,2019-02-12T12:24:43.000Z,2019-02-11T10:45:39.000Z,2019-02-12T23:17:15.000Z,326545
-79.334156870903499,43.682836392547145,125301514,165,Community Support Service,Site,Toronto Intergenerational Partnerships,,Toronto Intergenerational Partnerships in Community,,800 Greenwood Avenue,"Room A36, c/o Danforth Collegiate and Tech. Ins",Administrative Office,Toronto,M4J4B7,2019-02-12T12:52:16.000Z,2019-02-11T10:20:11.000Z,2019-02-12T23:17:15.000Z,326625
-75.668425226494165,45.397038451944766,125280159,3435,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,1919 Riverside Drive,,,Ottawa,K1H1A2,2019-02-12T13:17:58.000Z,2019-02-11T09:37:22.000Z,2019-02-12T23:17:15.000Z,326689
-79.09179764300805,43.093586599245803,125306689,10000000181,Hospital - Site,Site,Niagara Health System - Greater Niagara,,Niagara Health System,,5546 Portage Road,,,Niagara Falls,L2E6X2,2019-02-12T13:03:45.000Z,2019-02-11T10:32:23.000Z,2019-02-12T23:17:15.000Z,326705
-79.926791356769527,43.65015585910951,125273615,6047,Pharmacy,RP,Young's Pharmacy and Homecare,,,,47 Main Street South,,,Halton Hills,L7G3G2,2019-02-12T12:35:47.000Z,2019-02-11T09:18:59.000Z,2019-02-12T23:17:15.000Z,326785
-79.03228418836791,43.841853734364641,125275948,8034,Children's Treatment Centre,Site,The Youth Centre,,DURHAM The Youth Centre,,360 Bayly Street West,Unit 5,,Ajax,L1S1P1,2019-02-12T13:27:27.000Z,2019-02-11T09:26:58.000Z,2019-02-12T23:17:15.000Z,326801
-80.038623752486814,45.342725242557641,125283205,4528,Community Support Service,Site,Belvedere Heights - CSS,,The Board of Management of the District of Parry Sound,,21 Belvedere Avenue,,Administrative Office,Parry Sound,P2A2A2,2019-02-12T13:29:04.000Z,2019-02-11T09:43:38.000Z,2019-02-12T23:17:15.000Z,326865
-81.936489730914985,45.983896249566499,125290925,10588,Pharmacy,LTCF,Manitoulin Centennial Manor,,,,70 Robinson Street West,,,Little Current,P0P1K0,2019-02-12T12:29:47.000Z,2019-02-11T09:59:03.000Z,2019-02-12T23:17:15.000Z,326897
-83.011467296707451,42.271233966094414,125282773,2013,Pharmacy,RP,Wal-Mart Pharmacy,,,,3120 Dougall Avenue,,,Windsor,N9E1S7,2019-02-12T12:37:45.000Z,2019-02-11T09:42:48.000Z,2019-02-12T23:17:15.000Z,326977
-79.823287101149248,43.393646718910524,125275629,6654,Pharmacy,RP,Shoppers Drug Mart #1012,,,,3051 Walkers Line,,,Burlington,L7M0W3,2019-02-12T13:16:52.000Z,2019-02-11T09:25:55.000Z,2019-02-12T23:17:15.000Z,327025
-75.316502164679434,44.849090972065902,125310995,9100,Pharmacy,RP,Gilmer Pharmacy Ltd,,,,41 Plaza Drive,,,Iroquois,K0E1K0,2019-02-12T12:34:11.000Z,2019-02-11T10:41:33.000Z,2019-02-12T23:17:15.000Z,327041
-75.79328176473112,45.360059740362864,125292179,350,Community Support Service,Site,Olde Forge Community Resource Centre,,The Olde Forge Community Resource Centre,,2730 Carling Avenue,,Administrative Office,Ottawa,K2B7J1,2019-02-12T13:00:31.000Z,2019-02-11T10:01:32.000Z,2019-02-12T23:17:15.000Z,327057
-79.809278493543573,43.357615113206151,125305639,491,Community Support Service,Site,Halton Cheshire Homes Incorporated - Carey House,,Halton Cheshire Homes Inc.,,3060 Mainway Drive,Unit 106,Administrative Office,Burlington,L7M1A3,2019-02-12T13:13:28.000Z,2019-02-11T10:30:02.000Z,2019-02-12T23:17:15.000Z,327089
-79.704625852533994,44.38132939635819,125294449,2495,Community Support Service,Site,Alzheimer Society of Simcoe County,,Alzheimer Society of Simcoe County,,20 Anne Street South,Postal Office Box 1414,Administrative Office,Barrie,L4M5R4,2019-02-12T13:21:17.000Z,2019-02-11T10:05:59.000Z,2019-02-12T23:17:15.000Z,327105
-79.242254844930514,43.721214503534114,125293232,9519,Pharmacy,RP,St Clair & Brimley Ida Pharmac,,,,3750 Saint Clair Avenue East,Unit 6,,Toronto,M1M1T9,2019-02-12T13:10:42.000Z,2019-02-11T10:03:40.000Z,2019-02-12T23:17:15.000Z,327137
-75.647627919953536,45.401233053535769,125278328,3297,Mental Health and Addiction Organization,Mental Health Services,"Ottawa Hospital, The",,,,501 Smyth Road,,Administration and Practice Location,Ottawa,K1H8L6,2019-02-12T12:57:20.000Z,2019-02-11T09:33:55.000Z,2019-02-12T23:17:15.000Z,327217
-75.353330496394378,45.088794812109441,125300606,4117,Laboratory - Hospital,Hospital Laboratory - Rural Hospital,Winchester District Memorial Hospital,,,,566 Louise Street,,,Winchester,K0C2K0,2019-02-12T12:41:43.000Z,2019-02-11T10:18:06.000Z,2019-02-12T23:17:15.000Z,327249
-75.639366521006622,45.445978461523076,125308293,3343,Mental Health and Addiction Organization,Mental Health Services,Hôpital Montfort Hospital,,,,713 Montreal Road,,Administration and Practice Location,Ottawa,K1K0T2,2019-02-12T12:33:39.000Z,2019-02-11T10:35:48.000Z,2019-02-12T23:17:15.000Z,327281
-79.450966137195252,44.008385743963508,125294314,T0458,Retirement Home,Site,Chartwell Hollandview Trail Retirement Residence,,,,200 John West Way,,Residential,Aurora,L4G0E4,2019-02-12T12:20:25.000Z,2019-02-11T10:05:45.000Z,2019-02-12T23:17:15.000Z,327313
-81.237129310892982,42.988412980200955,125290485,2261,Mental Health and Addiction Organization,Addiction Services,Mission Services of London,,,,477 Queens Avenue,,Practice Location,London,N6B1Y3,2019-02-12T13:00:10.000Z,2019-02-11T09:58:15.000Z,2019-02-12T23:17:15.000Z,327377
-75.667803260568974,44.603421714761822,125285561,16285,Mental Health and Addiction Organization,Mental Health Services,Royal Ottawa Health Care Group/Services des Santé Royal Ottawa,,,,1809 Oxford Avenue,,Practice Location,Brockville,K6V5W7,2019-02-12T12:18:31.000Z,2019-02-11T09:48:25.000Z,2019-02-12T23:17:15.000Z,327409
-79.253100003396824,43.201161711115411,125304533,8195934,Independent Health Facility,"Radgrhy, Gen Ultrasound, Vasc Utrasnd, Nuc Med - In Vivo SPECT, Nuc Med - In Vivo Gen",KMH Cardiology Centres Inc.,,KMH Cardiology Centres Inc.,,589 Lake Street,,Practice Address,St. Catharines,L2N7L6,2019-02-12T13:13:11.000Z,2019-02-11T10:27:20.000Z,2019-02-12T23:17:15.000Z,327425
-76.029632704448218,44.905283652170048,125288340,8163056,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy",Canadian Medical Licences Inc.,,Canadian Medical Licences Inc.,,91 Cornelia Street West,Suite A5C,Practice Address,Smiths Falls,K7A5L3,2019-02-12T13:19:50.000Z,2019-02-11T09:53:58.000Z,2019-02-12T23:17:15.000Z,327441
-79.257780977727549,42.879285753340781,125304841,M610,Long-Term Care Home,MHFA,Northland Pointe,,,,2 Fielden Avenue,,,Port Colborne,L3K6G4,2019-02-12T12:53:00.000Z,2019-02-11T10:28:01.000Z,2019-02-12T23:17:15.000Z,327521
-79.56498504704237,43.711239486791172,125270989,6957,Pharmacy,RP,Shoppers Drug Mart #857,,,,123 Rexdale Boulevard,,,Toronto,M9W1P1,2019-02-12T12:25:21.000Z,2019-02-11T09:11:29.000Z,2019-02-12T23:17:15.000Z,327537
-76.270979383777643,44.90433714176914,125294929,2196,Pharmacy,LTCF,Perth Community Care Centre,,,,101 Christie Lake Road,R.R. 4,,Perth,K7H3C6,2019-02-12T13:31:45.000Z,2019-02-11T10:06:53.000Z,2019-02-12T23:17:15.000Z,327569
-79.554903450946242,43.79125240125849,125280396,8277482,Independent Health Facility,"Bone Min DXA, Mamm, Radgrhy",Windflower Diagnostic Imaging,,Windflower Diagnostic Imaging Inc.,,200 Windflower Gate,Suite AA5,Practice Address,Vaughan,L4L9L3,2019-02-12T13:07:53.000Z,2019-02-11T09:37:50.000Z,2019-02-12T23:17:15.000Z,327585
-79.742447007100154,43.750573085352137,125291456,10604,Pharmacy,LTCF,Tall Pines Ltc. Centre,,,,1001 Peter Robertson Boulevard,,,Brampton,L6R2Y3,2019-02-12T12:39:48.000Z,2019-02-11T10:00:06.000Z,2019-02-12T23:17:15.000Z,327617
-75.729802646119566,45.388547147909641,125311622,3218,Mental Health and Addiction Organization,Mental Health Services,Schizophrenia Society of Ontario,,,,1145 Carling Avenue,c/o ROH,Practice Location,Ottawa,K1Z7K4,2019-02-12T13:35:21.000Z,2019-02-11T10:42:49.000Z,2019-02-12T23:17:15.000Z,327633
-86.375406206194441,48.718531997647759,125290724,4520,Community Support Service,Site,Wilson Memorial General Hospital - CSS,,Wilson Memorial General Hospital,,26 Peninsula Road,Postal Office Bag W,Administrative Office,Marathon,L0T2E0,2019-02-12T13:00:12.000Z,2019-02-11T09:58:42.000Z,2019-02-12T23:17:15.000Z,327713
-79.284668656725799,43.701279998074895,125298505,10000000276,Senior Active Living Centre,Site,West Scarborough Neighbourhood Centre,,,,313 Pharmacy Avenue,,,Toronto,M1L3E7,2019-02-12T12:51:31.000Z,2019-02-11T10:13:45.000Z,2019-07-18T00:00:00.000Z,327761
-80.097352591524796,43.432930512959963,125289610,4805,Pharmacy,LTCF,Morriston Park Nh,,,,R.R. 2,,,Puslinch,N0G2J0,2019-02-12T12:39:22.000Z,2019-02-11T09:56:30.000Z,2019-02-12T23:17:15.000Z,327953
-79.787374218914167,43.722718078370661,125313699,3337,Pharmacy,RP,Brampton Medical Plex Pharmacy,,,,27 Ruth Avenue,Unit 9A,,Brampton,L6Z4R2,2019-02-12T13:05:21.000Z,2019-02-11T10:46:56.000Z,2019-02-12T23:17:15.000Z,328017
-79.664861536641979,44.34740899243144,125283435,1255307,Independent Health Facility,Radgrhy,Georgian Radiology Consultants - Yonge,,Georgian Imaging Incorporated,,480 Huronia Road,Suite 101,Practice Address,Barrie,L4N6M2,2019-02-12T12:37:54.000Z,2019-02-11T09:44:05.000Z,2019-02-12T23:17:15.000Z,328081
-79.021503385466517,43.848130435959888,125272232,3521,Laboratory - Specimen Collection Centre,Specimen Collection Centre - Private SCC,LifeLabs,,,,174 Harwood Avenue South,,,Ajax,L1S2H6,2019-02-12T13:06:08.000Z,2019-02-11T09:14:07.000Z,2019-02-12T23:17:15.000Z,328209
-79.527063638773072,43.754280896095963,125271970,6882555,Independent Health Facility,Opth Utrasnd,North Toronto Eye Care,,Dr. Jon W. Waisberg,,2115 Finch Avenue West,Suite 407,Practice Address,Toronto,M3N2V6,2019-02-12T13:26:33.000Z,2019-02-11T09:13:22.000Z,2019-02-12T23:17:15.000Z,328305
-79.435976409054874,43.746905899052308,125283926,3952,Pharmacy,RP,Pharma-Cita York Downs,,,,4119 Bathurst Street,,,Toronto,M3H3P4,2019-02-12T13:08:35.000Z,2019-02-11T09:45:05.000Z,2019-02-12T23:17:15.000Z,328321
-80.505360223490314,43.464595599124131,125290114,155,Local Health Integration Network Office,Site,Waterloo Wellington Lhin,,,,141 Weber Street South,,Administrative Office,Waterloo,N2J2A9,2019-02-12T13:00:05.000Z,2019-02-11T09:57:30.000Z,2019-02-12T23:17:15.000Z,328353
